the_geom,Serial,stopID,stopCode,stopName,Lon,Lat,Shelby County Zip Codes,Memphis 3.0 Focus Anchors Buffers,Memphis 3.0 Planning Districts,City Council Districts
POINT (-89.88484199999994 35.03523300000006),1769,1826,MENRAISN,MENDENHALL@RAINES,-89.884842,35.035233,14,,11,3
POINT (-90.01520699999998 35.17160700000005),387,1639,CHECOLEF,CHELSEA@COLBY,-90.015207,35.171607,7,,7,7
POINT (-89.99649599999998 35.17267400000003),425,1598,CHEMCLWF,CHELSEA@MCLEAN,-89.996496,35.172674,8,,7,7
POINT (-89.89297499999998 35.23277500000006),1779,357,METNOREF,METHODIST HOSPITAL NORTH,-89.892975,35.232775,24,,2,1
POINT (-90.12384599999996 35.04342800000006),216,6087,BOXSEWSN,BOXTOWN RD@SEWANEE RD,-90.123846,35.043428,9,,13,6
POINT (-89.90223499999996 35.148510000000044),2889,4120,SUMAVOEN,SUMMER AVE@AVON,-89.902235,35.14851,20,,9,4
POINT (-90.00836099999998 35.13594100000006),3172,3040,UNIAVAEN,UNION AVE@AVALON ST,-90.008361,35.135941,4,,8,4
POINT (-90.00455499999998 35.10885200000007),2734,2301,SPAKYLEF,SOUTH PARKWAY@KYLE,-90.004555,35.108852,13,,14,5
POINT (-90.01130399999994 35.02112600000004),2637,5389,SHEMICWM,SHELBY DR@MICKEY,-90.011304,35.021126,15,,12,3
POINT (-90.04499099999998 35.14097700000008),3188,3022,UNIDANWN,UNION AVE@DANNY THOMAS BLVD,-90.044991,35.140977,3,,8,6
POINT (-89.90000599999996 35.19513800000004),2454,1076,RALBATSN,RALEIGH LAGRANGE@BATTLE CREEK,-89.900006,35.195138,24,,2,1
POINT (-89.88093999999995 35.102704000000074),2047,2141,PARHAYWN,PARK@HAYNE RD,-89.88094,35.102704,18,,4,2
POINT (-89.97502099999997 35.15029800000008),2929,4090,SUMMEREN,SUMMER AVE@MERTON,-89.975021,35.150298,11,,9,4
POINT (-89.94600599999995 35.07688100000007),130,2654,AMETR1EM,AMERICAN WAY@TRANSIT CENTER,-89.946006,35.076881,17,,11,5
POINT (-90.05206199999998 35.14725200000004),3654,6505,JEFFERNN,JEFFERSON@MAIN/TRO WB,-90.052062,35.147252,3,,8,6
POINT (-89.97189899999995 35.115612000000056),2685,3437,SOUBUNEN,SOUTHERN AVE@BUNTYN ST,-89.971899,35.115612,13,,5,5
POINT (-89.97749699999997 35.13492900000006),111,3317,ALIUNISM,ALICIA DR@UNION AVE,-89.977497,35.134929,11,,8,4
POINT (-90.03308099999998 35.11925800000006),3323,4412,WALNEPEM,WALKER@NEPTUNE,-90.033081,35.119258,22,5,14,6
POINT (-89.94547799999998 35.17054800000005),1263,3729,JACKALSN,JACKSON AVE@KALLAHER,-89.945478,35.170548,20,,7,7
POINT (-89.99303199999997 35.13687100000004),1651,743,MADDIAEN,MADISON AVE@DIANA ST,-89.993032,35.136871,4,,8,4
POINT (-89.96345299999996 35.094907000000035),1427,4174,KIMRUTEF,KIMBALL AVE@RUTLAND,-89.963453,35.094907,13,,5,5
POINT (-89.96163199999995 35.107792000000074),2096,2321,PARSEMEN,PARK@SEMMES,-89.961632,35.107792,13,,5,5
POINT (-90.02123799999998 35.12680500000005),180,4258,BELCENSN,BELLEVUE@CENTRAL AVE,-90.021238,35.126805,4,,8,6
POINT (-89.88097499999998 35.10677000000004),2378,2018,POPVALWM,POPLAR@VALLEYBROOK,-89.880975,35.10677,19,,4,4
POINT (-90.10346499999997 35.04735000000005),2143,5858,PELSKYSF,PELICAN@SKYLARK,-90.103465,35.04735,9,,13,6
POINT (-90.00678499999998 35.17287700000003),449,1516,CHESTOEN,CHELSEA@STONEWALL,-90.006785,35.172877,8,,7,7
POINT (-89.92565999999994 35.20530500000007),1335,1197,JAMHOMWM,JAMES@HOMEWOOD,-89.92566,35.205305,24,,2,7
POINT (-89.95656499999996 35.10764500000005),2069,2324,PARMAXEN,PARK@MAXEY,-89.956565,35.107645,10,,5,5
POINT (-89.96438499999994 35.14947600000005),2897,6920,SUMCAREN,SUMMER@CARPENTER,-89.964385,35.149476,11,,9,4
POINT (-89.97172399999994 35.15786500000007),1222,3919,JACBINEN,JACKSON@BINGHAM,-89.971724,35.157865,11,,6,4
POINT (-89.96377699999994 35.05246400000004),3579,1755,WINNANEF,WINCHESTER@NANCY,-89.963777,35.052464,17,,11,3
POINT (-90.02167999999995 35.02106800000007),2602,5416,SHEELVWM,SHELBY DR@ELVIS PRESLEY,-90.02168,35.021068,15,,12,3
POINT (-90.05572299999994 35.098216000000036),3014,4992,THIBELSM,THIRD ST@BELZ BLVD,-90.055723,35.098216,9,,14,6
POINT (-89.96028399999994 35.160795000000064),1300,3921,JACTILEN,JACKSON@TILLMAN,-89.960284,35.160795,11,,6,4
POINT (-89.86973099999994 35.07439900000003),1855,6575,MTMPICWN,MT MORIAH@PICKERING,-89.869731,35.074399,14,,11,3
POINT (-90.07245699999999 35.042707000000064),1581,5843,LEVDEAEN,LEVI@DEARBORN,-90.072457,35.042707,9,,13,6
POINT (-89.96982899999995 35.10803200000004),2082,2317,PARPENEN,PARK@PENDLETON,-89.969829,35.108032,13,,5,5
POINT (-89.94492899999995 35.14073500000006),1051,3216,HIGBARSF,HIGHLAND ST@BARWOOD CR,-89.944929,35.140735,20,,9,4
POINT (-90.00741499999998 35.06094100000007),258,5298,BROMILEN,BROOKS RD@MILLBRANCH,-90.007415,35.060941,15,,12,3
POINT (-90.05020099999996 35.15174700000006),3669,6177,CONTROSB,MAIN-CONVEN CTR/OB,-90.050201,35.151747,3,,8,7
POINT (-89.91614299999998 35.09563200000008),442,6658,CHERHOSN,CHERRY RD@RHODES AVE,-89.916143,35.095632,10,,9,4
POINT (-90.03746499999994 35.14102900000006),3684,6180,ORLTROEB,MADISON@ORLEANS/TRO EB,-90.037465,35.141029,3,,8,6
POINT (-89.96383299999997 35.03582200000005),2972,6078,SWIRUNNN,SWINNEA@RUNWAY DR,-89.963833,35.035822,17,,11,3
POINT (-90.00234099999994 35.160371000000055),1220,3903,JACBELEN,JACKSON@BELVEDERE,-90.002341,35.160371,7,,8,7
POINT (-90.01068799999996 35.217746000000034),876,1376,FRAFRAEM,FRAYSER@FRAYSER SCHOOL,-90.010688,35.217746,23,,1,7
POINT (-89.98474599999997 35.10463900000008),1541,5750,LAMTREEN,LAMAR@TREZEVANT,-89.984746,35.104639,13,,5,5
POINT (-90.03527499999996 35.18787400000008),3147,673,THORO2IB,THOMAS ST@ROYAL,-90.035275,35.187874,7,,7,7
POINT (-89.97571699999997 35.16912800000006),1169,3658,HOLSHASN,HOLLYWOOD@SHASTA,-89.975717,35.169128,8,,7,7
POINT (-89.94765899999999 35.14951400000007),2932,4079,SUMNATWN,SUMMER AVE@NATIONAL ST,-89.947659,35.149514,20,,6,4
POINT (-89.89666599999998 35.14886000000007),2928,4053,SUMMENWN,SUMMER AVE@MENDENHALL RD,-89.896666,35.14886,20,,6,4
POINT (-89.94262599999996 35.10774600000008),2078,2330,PARPAREN,PARK@PARKHAVEN LN,-89.942626,35.107746,10,,9,5
POINT (-90.05038599999995 35.13030800000007),864,805,FOUWEBNF,FOURTH@WEBSTER,-90.050386,35.130308,22,,8,6
POINT (-90.04248399999994 35.125418000000025),1823,4403,MISGROSF,MISSISSIPPI BLVD@GOYER PL,-90.042484,35.125418,22,2,14,6
POINT (-89.86097199999995 35.094948000000045),2394,6152,PRIRIDEM,PRIMACY PKWY@RIDGEWAY,-89.860972,35.094948,18,,4,2
POINT (-90.02510399999994 35.04378000000003),692,5141,ELVCRASF,ELVIS PRESLEY@CRAFT RD,-90.025104,35.04378,15,1,12,3
POINT (-90.05616599999996 35.03485900000004),1898,122,NEERAINF,NEELY RD @ RAINES RD,-90.056166,35.034859,9,,13,6
POINT (-89.83657799999997 35.02050200000008),2586,2411,SHEBENWF,SHELBY@BENOIT,-89.836578,35.020502,31,,10,3
POINT (-90.04990399999997 35.14534800000007),3026,638,THICOUNN,THIRD@COURT,-90.049904,35.145348,3,,8,6
POINT (-90.07308999999998 35.107484000000056),2974,2224,SWISPASF,SWIFT@SOUTH PARKWAY,-90.07309,35.107484,9,,14,6
POINT (-89.97555299999999 35.16725100000008),1924,3620,NHOVANNN,N HOLLYWOOD@VANDALE AVE,-89.975553,35.167251,8,,7,7
POINT (-89.94097399999998 35.12301800000006),348,3506,CENPATEN,CENTRAL AVE@PATTERSON ST,-89.940974,35.123018,10,,9,4
POINT (-89.95590599999997 35.16293600000006),1260,3736,JACHUDSN,JACKSON AVE@HUDSON,-89.955906,35.162936,8,,7,7
POINT (-90.01988199999994 35.15267600000004),185,6563,BELFORSF,BELLEVUE@FORREST,-90.019882,35.152676,5,,8,7
POINT (-89.89427499999994 35.20708600000006),2797,990,STACOVWN,STAGE@COVINGTON PIKE,-89.894275,35.207086,28,,2,1
POINT (-89.99264799999997 35.13431500000007),3197,3047,UNIFLOEN,UNION AVE@FLORENCE ST,-89.992648,35.134315,4,,8,4
POINT (-89.99888599999997 35.137527000000034),1647,739,MADBAREM,MADISON AVE@BARKSDALE ST,-89.998886,35.137527,4,,8,4
POINT (-89.88443499999994 35.18549000000007),2466,7078,RALROCWF,RALEIGH LAGRANGE@ROCK RIDGE,-89.884435,35.18549,28,,2,1
POINT (-90.04742899999997 35.128859000000034),597,4345,DANEGESF,DANNY THOMAS@EGEORGIA,-90.047429,35.128859,22,,8,6
POINT (-90.05244499999998 35.11579500000005),1565,4825,LATMCLNN,LATHAM@MCLEMORE,-90.052445,35.115795,6,,14,6
POINT (-89.98046599999998 35.15081200000003),2900,3612,SUMEPAEF,SUMMER@E PARKWAY,-89.980466,35.150812,11,,9,4
POINT (-90.00406399999997 35.12616200000008),298,7030,CENBELEF,CENTRAL@BELVEDERE,-90.004064,35.126162,4,,8,4
POINT (-90.01806999999997 35.09761600000007),719,5116,ELVMENSN,ELVIS PRESLEY@MENAGER,-90.01807,35.097616,6,,14,6
POINT (-90.02070299999997 35.13258700000006),198,4379,BELPEANN,BELLEVUE@PEABODY,-90.020703,35.132587,4,,8,6
POINT (-89.91558399999997 35.214604000000065),149,1160,AUSCOLNF,AUSTIN PEAY@COLEMAN,-89.915584,35.214604,24,4,2,1
POINT (-90.04822199999995 35.105338000000074),3345,5081,WALSHAEN,WALDORF@SHADOWLAWN,-90.048222,35.105338,6,,14,6
POINT (-89.98674299999999 35.06864100000007),623,2770,DEMAIREF,DEMOCRAT RD@AIRWAYS BLVD,-89.986743,35.068641,26,,11,3
POINT (-89.87291499999998 35.20416600000004),2838,1016,STASHEEF,STAGE@SHELBY,-89.872915,35.204166,28,,,
POINT (-89.99491199999994 35.09354600000006),293,4661,CASKELNM,CASTALIA@KELTNER,-89.994912,35.093546,13,,14,5
POINT (-89.93681899999996 35.02385400000003),963,2574,GETDISNN,GETWELL@DISTRIPLEX,-89.936819,35.023854,17,,11,3
POINT (-90.01170799999994 35.158285000000035),3419,112,WATJA2SN,WATKINS @ JACKSON,-90.011708,35.158285,7,,8,7
POINT (-90.01472399999994 35.09079500000007),3365,4607,WARCORSN,WARREN@CORRY,-90.014724,35.090795,6,,14,5
POINT (-90.04866499999997 35.062707000000046),275,5287,BROTRAEN,BROOKS RD@TRANQUILITY,-90.048665,35.062707,15,,12,6
POINT (-90.01897299999996 35.020763000000045),2606,5566,SHEFAREF,SHELBY DR @ FARONIA,-90.018973,35.020763,15,,12,3
POINT (-89.83549399999998 35.04925700000007),3561,1786,WINKIREM,WINCHESTER@KIRBY TERRACE,-89.835494,35.049257,14,,10,2
POINT (-90.01699299999996 35.08765900000003),548,4611,CORELLSN,CORRY@ELLISTON,-90.016993,35.087659,6,,14,5
POINT (-89.97574399999996 35.21036900000007),2479,1578,RANHORSM,RANGE LINE@HORNBEAM,-89.975744,35.210369,23,,1,1
POINT (-90.05013599999995 35.03461500000003),2428,5438,RAIHODEN,RAINES@HODGE,-90.050136,35.034615,9,,13,6
POINT (-89.98605699999996 35.07862400000005),1394,4702,KETALCWM,ALCY RD@KETCHUM RD,-89.986057,35.078624,13,,14,5
POINT (-90.00382599999995 35.21038800000008),3406,1502,WATDRISN,WATKINS@DRIFTWOOD,-90.003826,35.210388,23,,1,7
POINT (-90.02024899999998 35.150585000000035),197,6919,BELOVESM,BELLEVUE@OVERTON PARK,-90.020249,35.150585,5,,8,7
POINT (-90.08019299999995 35.02830800000004),3016,7142,THIBLANN,THIRD@BLANCHE,-90.080193,35.028308,9,,13,6
POINT (-89.99019099999998 35.134224000000074),3185,2999,UNICOOWN,UNION AVE@COOPER ST,-89.990191,35.134224,4,,8,4
POINT (-89.86437299999994 35.00611500000008),1044,6492,HICHOLNF,HICKORY@HOLMES,-89.864373,35.006115,31,,11,3
POINT (-90.09700599999996 35.037904000000026),3456,5834,WEANORNN,WEAVER@NORFLEET,-90.097006,35.037904,9,,13,6
POINT (-89.88611599999996 35.05246600000004),1750,1853,MENCRENF,MENDENHALL@CREEKSIDE,-89.886116,35.052466,14,,11,5
POINT (-89.96191199999998 35.17407600000007),466,4582,CHEWAREF,CHELSEA AVE@WARFORD,-89.961912,35.174076,8,,7,7
POINT (-89.98752499999995 35.091923000000065),43,5326,AIRDUNNF,AIRWAYS BLVD@DUNN,-89.987525,35.091923,13,,5,5
POINT (-90.02076999999997 35.16569700000008),3266,3856,VOLCROEN,VOLLINTINE@CROCKETT,-90.02077,35.165697,7,,7,7
POINT (-90.08688699999999 35.06303900000006),2546,5818,SAXHARSN,SAX@HARAHAN,-90.086887,35.063039,9,,13,6
POINT (-90.05492199999998 35.121515000000045),3072,4290,THILUCNN,THIRD@LUCERNE PL,-90.054922,35.121515,22,,14,6
POINT (-89.95616099999995 35.14933400000007),2942,395,SUMPOPEF,SUMMER AVE@POPE ST,-89.956161,35.149334,11,,9,4
POINT (-89.88611499999996 35.057525000000055),1771,1850,MENSCOSN,MENDENHALL@SCOTTSDALE,-89.886115,35.057525,17,,11,5
POINT (-89.97860699999995 35.140900000000045),1129,3531,HOLHOLNM,HOLLYWOOD@HOLLINS,-89.978607,35.1409,11,,9,4
POINT (-89.96372299999996 35.10783900000007),2033,2320,PARGOOEF,PARK@GOODWYN,-89.963723,35.107839,13,,5,5
POINT (-89.91142999999994 35.107128000000046),2030,2152,PARFAIWF,PARK@FAIR MEADOW,-89.91143,35.107128,16,,9,4
POINT (-90.00497999999999 35.14308900000003),2230,2072,POPBE1WF,POPLAR@BELVEDERE,-90.00498,35.143089,4,,8,4
POINT (-90.04681399999998 35.15294400000005),3064,644,THIJACNM,3RD ST@JACKSON AVE,-90.046814,35.152944,5,,8,7
POINT (-89.88548399999996 35.20550900000006),2841,1012,STASPREN,STAGE@SPRINGLAND,-89.885484,35.205509,28,,2,1
POINT (-89.89614999999998 35.18610600000005),572,1121,COVELMNF,COVINGTON PIKE@ELMORE,-89.89615,35.186106,28,,2,1
POINT (-89.98856199999994 35.125893000000076),341,3490,CENMEDEF,CENTRAL AVE@MEDA,-89.988562,35.125893,4,,8,5
POINT (-90.02830299999994 35.137729000000036),2111,7170,PAUUNISF,PAULINE@UNION,-90.028303,35.137729,4,,8,6
POINT (-90.02935499999995 35.15711200000004),1288,3770,JACPEAWN,JACKSON AVE@PEARCE ST,-90.029355,35.157112,7,,7,7
POINT (-89.94535499999995 35.12355900000006),1052,3283,HIGCENNF,HIGHLAND ST@CENTRAL AVE,-89.945355,35.123559,10,,9,4
POINT (-89.93496399999998 35.149357000000066),2920,4073,SUMISAWF,SUMMER AVE@ISABELLE,-89.934964,35.149357,20,,6,4
POINT (-90.05428799999999 35.14155100000005),3680,6184,PEATRONB,MAIN-PEABODY/IB,-90.054288,35.141551,3,,8,6
POINT (-90.01330399999995 35.12641700000006),342,7028,CENMELEF,CENTRAL@MELROSE,-90.013304,35.126417,4,,8,6
POINT (-89.86350999999996 35.167234000000064),2979,4136,SYCI-4SM,SYCAMORE VIEW@I-40,-89.86351,35.167234,28,,3,1
POINT (-89.84362199999998 35.04846900000007),1441,7218,KIRWINNM,KIRBY@WINCHESTER,-89.843622,35.048469,14,,10,3
POINT (-89.94281699999999 35.17071800000008),1880,3191,NATMAYSN,NATIONAL ST@MAYFAIR AVE,-89.942817,35.170718,20,,6,4
POINT (-89.89309499999996 35.18544900000006),673,7080,ELMCOVWN,ELMORE@COVINGTON WAY,-89.893095,35.185449,28,,2,1
POINT (-90.02246599999995 35.16260600000004),223,3826,BREJOSSN,BREEDLOVE@JOSEPH,-90.022466,35.162606,7,,7,7
POINT (-90.01592399999998 35.08321700000005),1939,7111,NORWAREF,NORRIS@WARREN,-90.015924,35.083217,6,,14,5
POINT (-90.01250899999997 35.07998900000007),2749,4686,SPAWHISM,SPARKS@WHITMORE,-90.012509,35.079989,6,,14,5
POINT (-89.91684899999996 35.21356000000003),150,1154,AUSCOLSF,AUSTIN PEAY@COLEMAN RD,-89.916849,35.21356,24,4,2,1
POINT (-89.93909999999994 35.092550000000074),2523,4156,ROBKIMNM,ROBIN HOOD@KIMBALL,-89.9391,35.09255,10,,5,5
POINT (-90.04017499999998 35.145185000000026),18,841,ADANEEWF,ADAMS@NEELY,-90.040175,35.145185,5,,8,7
POINT (-90.01979199999994 35.154097000000036),1943,6562,NPABELEN,N PARKWAY@BELLEVUE,-90.019792,35.154097,5,,8,7
POINT (-89.85306899999995 35.02050200000008),2584,2414,SHEAMAWF,SHELBY@AMANDA OAKS,-89.853069,35.020502,31,,10,3
POINT (-89.86989099999994 35.204241000000025),2793,983,STACOUWM,STAGE@COURT,-89.869891,35.204241,28,,,
POINT (-90.02673899999996 35.08337300000005),1935,6128,NORNCREN,NORRIS@NORRIS CIR,-90.026739,35.083373,6,,14,6
POINT (-89.96087999999997 35.11543300000005),2713,3445,SOUSEMEF,SOUTHERN AVE@SEMMES ST,-89.96088,35.115433,10,,9,5
POINT (-90.06831299999999 35.02169500000008),1201,4905,HORSHESN,HORN LAKE@SHELBY DR,-90.068313,35.021695,9,,13,6
POINT (-89.89156199999996 35.13063000000005),3347,2935,WALSHEWN,WALNUT GROVE@SHEPHERD LN,-89.891562,35.13063,16,,4,4
POINT (-89.98863499999999 35.06739100000004),41,5236,AIRDIRSM,AIRWAYS BLVD@DIRECTORS ROW,-89.988635,35.067391,26,,12,5
POINT (-89.99041499999998 35.217234000000076),910,1257,FRAUNIWF,FRAYSER@UNIVERSITY,-89.990415,35.217234,23,,1,7
POINT (-89.80850599999997 35.092752000000075),2278,1997,POPGERWN,POPLAR@GERMANTOWN,-89.808506,35.092752,30,,,
POINT (-89.84378099999998 35.02050200000008),2675,2413,SHEVESWN,SHELBY@VESCOVI,-89.843781,35.020502,31,,10,3
POINT (-90.00760499999996 35.04465700000003),1794,5336,MILOLDSF,MILLBRANCH RD@OLD HICKORY RD,-90.007605,35.044657,15,,12,3
POINT (-89.86302599999999 35.03482100000008),2426,7210,RAIHICEN,RAINES@HICKORY GROVE,-89.863026,35.034821,31,,10,3
POINT (-90.05212899999998 35.14369500000004),2573,7107,SECMONSF,2ND ST@MONROE AVE,-90.052129,35.143695,3,,8,6
POINT (-89.88901099999998 35.10958900000003),2383,2022,POPWHIWF,POPLAR@WHITE STATION,-89.889011,35.109589,16,,4,4
POINT (-89.98162799999994 35.19919500000003),1350,6216,JAMSKYEF,JAMES@W SKYLINE CIR,-89.981628,35.199195,23,,1,7
POINT (-89.90257199999996 35.13106600000003),3288,6944,WALAVOWN,WALNUT GROVE@AVON,-89.902572,35.131066,16,,9,4
POINT (-89.92035699999997 35.107184000000075),2000,2340,PARAUDEN,PARK AVE@AUDUBON DR,-89.920357,35.107184,16,,9,5
POINT (-89.85482499999995 35.204769000000056),2845,980,STASTAWM,STAGE@STAGE VILLAGE,-89.854825,35.204769,28,,,
POINT (-90.01017899999994 35.08962200000008),2188,4615,PERMERNN,PERRY@MERLIN,-90.010179,35.089622,13,,14,5
POINT (-90.04702099999997 35.086284000000035),1689,7062,MALWALEF,MALLORY@WELLINGTON,-90.047021,35.086284,9,,14,6
POINT (-89.97872199999995 35.137808000000064),102,3356,ALIASHNN,ALICIA DR@ASHLAWN RD,-89.978722,35.137808,11,,8,4
POINT (-89.92759199999995 35.131466000000046),3341,3070,WALROSEN,WALNUT GROVE RD@ROSE,-89.927592,35.131466,10,,9,4
POINT (-89.83072999999996 35.04577100000006),2517,7234,RIVSTASN,RIVERDALE@STARKENBURG,-89.83073,35.045771,14,,10,2
POINT (-90.02815999999996 35.13588800000008),2104,4396,PAUEASNN,PAULINE@EASTMORLAND,-90.02816,35.135888,4,,8,6
POINT (-89.97696499999995 35.125661000000036),327,3350,CENHOLEM,CENTRAL AVE@HOLLYWOOD,-89.976965,35.125661,4,,8,5
POINT (-89.92238799999996 35.05771900000008),1005,2706,GOOCRESN,GOODLETT@CREIGHTON,-89.922388,35.057719,17,,11,3
POINT (-90.00191399999994 35.14268500000003),2226,1897,POPAUBEN,POPLAR@AUBURNDALE,-90.001914,35.142685,4,,8,4
POINT (-89.91751599999998 35.16196300000007),1634,3945,MACWAREN,MACON@WARING,-89.917516,35.161963,20,,6,4
POINT (-90.02835899999997 35.13590500000004),2105,4393,PAUEASSF,PAULINE@EAST MORELAND,-90.028359,35.135905,4,,8,6
POINT (-89.92596499999996 35.14900600000004),2954,4109,SUMVAUEM,SUMMER AVE@VAUGHN,-89.925965,35.149006,20,,9,4
POINT (-89.95998499999996 35.052666000000045),3515,1696,WINBISWF,WINCHESTER@BISHOPS BRIDGE,-89.959985,35.052666,17,,11,3
POINT (-90.04927299999997 35.146528000000046),1374,872,JEFTHIWN,JEFFERSON@THIRD,-90.049273,35.146528,3,,8,6
POINT (-89.93132099999997 35.051536000000056),23,79,AIPWINSF,AIR PARK@WINCHESTER,-89.931321,35.051536,17,,11,3
POINT (-89.87292599999995 35.07445800000005),1861,2632,MTMSONWF,MTMORIAH RD@SONORA DR,-89.872926,35.074458,14,,11,3
POINT (-89.91143899999997 35.16183900000004),1595,1115,MACBEREN,MACON@BERCLAIR,-89.911439,35.161839,20,,6,4
POINT (-89.98541899999998 35.17431000000005),369,1592,CHEAUSWN,CHELSEA@AUSTIN,-89.985419,35.17431,8,,7,7
POINT (-89.75444699999997 35.204301000000044),210,301,BERSTANN,BERRYHILL@STAGE,-89.754447,35.204301,34,,3,
POINT (-89.89236899999997 35.23130900000007),566,1144,COVAUSNM,COVINGTON PIKE@AUSTIN PEAY,-89.892369,35.231309,24,,2,1
POINT (-90.05506699999995 35.117913000000044),3037,4288,THIELMNM,THIRD@ELM AVE,-90.055067,35.117913,6,,14,6
POINT (-90.05190499999998 35.10932400000007),1559,4820,LATBULNF,LATHAM@BULLINGTON,-90.051905,35.109324,6,,14,6
POINT (-90.04028599999998 35.14503300000007),17,830,ADANEEEN,ADAMS AVE@NEELY ST,-90.040286,35.145033,3,,8,7
POINT (-90.09897199999995 35.035375000000045),3461,5613,WEARAINN,WEAVER RD@RAINES,-90.098972,35.035375,9,,13,6
POINT (-89.91789599999998 35.14899600000007),2902,4063,SUMESTWM,SUMMER AVE@ESTRIDGE DR,-89.917896,35.148996,20,,6,4
POINT (-89.94483399999996 35.13774100000006),1081,3175,HIGWAYNN,HIGHLAND ST@WAYNOKA,-89.944834,35.137741,10,,9,4
POINT (-90.00713399999995 35.120400000000075),1513,5738,LAMOAKEF,LAMAR@OAKVIEW,-90.007134,35.1204,13,,8,5
POINT (-89.90779099999997 35.10677400000003),2192,3140,PERPARNM,PERKINS@PARK,-89.907791,35.106774,16,,9,4
POINT (-89.97629799999999 35.13802000000004),2325,1910,POPMEREN,POPLAR@MERTON,-89.976298,35.13802,11,,8,4
POINT (-89.93448699999999 35.181242000000054),1249,3724,JACGR2SM,JACKSON @GRAGG,-89.934487,35.181242,24,,6,7
POINT (-89.99233099999998 35.20695900000004),3492,1647,WHIUNIEM,WHITNEY@UNIVERSITY,-89.992331,35.206959,23,,1,7
POINT (-90.01588799999996 35.14950200000004),1983,6566,OVECLAEF,OVERTON PARK@CLAYBROOK,-90.015888,35.149502,4,,8,7
POINT (-89.95335499999999 35.04307000000006),477,2551,CHRCHREN,CHRISTINE@CHRISTIANGARDEN,-89.953355,35.04307,17,,11,3
POINT (-89.88451099999997 35.10385300000007),2026,2353,PARESTEN,PARK@ESTATE,-89.884511,35.103853,16,,4,4
POINT (-90.05610899999994 35.04449400000004),1886,5483,NEEFAINN,NEELY@FAIRWAY,-90.056109,35.044494,9,,13,6
POINT (-89.98388899999998 35.079435000000046),1399,7057,KETKETWN,KETCHUM@KETCHUM CV,-89.983889,35.079435,13,,5,5
POINT (-89.90196099999997 35.05108700000005),3518,6637,WINBOXWF,WINCHESTER@BOXDALE,-89.901961,35.051087,17,,11,3
POINT (-90.00088499999998 35.142765000000054),2288,2070,POPHAWWN,POPLAR@HAWTHORNE,-90.000885,35.142765,11,,8,4
POINT (-89.91369799999995 35.20485200000007),524,1070,COLSTASF,COLEMAN@STAGE,-89.913698,35.204852,24,,2,1
POINT (-90.05907999999994 35.06298600000002),3020,5060,THIBRONN,THIRD@BROOKS,-90.05908,35.062986,9,,12,6
POINT (-89.89496699999995 35.11274400000008),2324,2025,POPMENWM,POPLAR@MENDENHALL,-89.894967,35.112744,16,,4,4
POINT (-90.01510099999996 35.10482600000006),2215,56,PILET1SN,PILLOW ST@ETHLYN AVE,-90.015101,35.104826,6,,14,5
POINT (-89.93389999999994 35.16232300000007),1626,6335,MACSALEN,MACON@SALEM,-89.9339,35.162323,20,,6,4
POINT (-90.06293599999998 35.093882000000065),835,4882,FLOROSSN,FLORIDA@ROSIE DR,-90.062936,35.093882,9,,14,6
POINT (-90.04160599999994 35.107159000000024),2740,2283,SPAMILEN,SOUTH PARKWAY@MILLER,-90.041606,35.107159,6,,14,6
POINT (-89.86626399999994 35.03058100000004),1048,7208,HICRIDNN,HICKORY HILL@RIDGEHILL,-89.866264,35.030581,31,,10,3
POINT (-90.03307399999994 35.157069000000035),1271,3772,JACMANWN,JACKSON AVE@MANASSAS,-90.033074,35.157069,7,,7,7
POINT (-89.83557899999994 35.09776000000005),2334,1966,POPOAKEM,POPLAR@OAK HILL,-89.835579,35.09776,30,,,
POINT (-90.05823999999996 35.13554600000003),3673,706,HULTROSN,MAIN-HULING/OB,-90.05824,35.135546,3,,8,6
POINT (-90.06225899999998 35.118709000000024),824,4470,FLOHAPSM,FLORIDA@HAPPILAND ALLEY,-90.062259,35.118709,6,,14,6
POINT (-89.95076599999999 35.17338600000005),395,4518,CHEELLWN,CHELSEA AVE@ELLINGTON,-89.950766,35.173386,8,,7,7
POINT (-89.96344399999998 35.14947500000005),2921,4093,SUMLIPEN,SUMMER AVE@LIPFORD ST,-89.963444,35.149475,11,,9,4
POINT (-90.01925099999994 35.10179000000005),694,5216,ELVDORNN,ELVIS PRESLEY@DORIS,-90.019251,35.10179,6,,14,5
